tweet_id,name,type,rating_score,favorite_count,retweet_count,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
883360690899218434,Grizzwald,floofer,1.3,22986,3825,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True
883117836046086144,,none,1.3,37914,6949,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,0.949562,True,labrador retriever,0.0459479,True,kuvasz,0.00247094,True
882992080364220416,Rusty,none,1.3,24445,4122,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False
882762694511734784,Gus,pupper,1.2,28903,5134,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.0155793999999999,True
882627270321602560,Stanley,none,1.3,28382,6342,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True
882268110199369728,Alfy,none,1.3,45880,12118,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True
882045870035918850,Koko,none,1.3,29900,5203,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True
881906580714921986,Rey,none,1.2,24773,3533,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False
881666595344535552,Gary,none,1.3,51522,11099,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True
881536004380872706,NaN,pupper,1.4,50199,16570,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,True,angora,0.272066,False,persian cat,0.114854,False
881268444196462592,Elliot,none,1.2,23501,5358,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,indian elephant,0.245646,False,ibex,0.0556607,False
880935762899988482,Louis,none,1.3,17346,2886,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street sign,0.251801,False,umbrella,0.115123,False,traffic light,0.0695338,False
880872448815771648,,none,1.2,21734,3989,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True
880465832366813184,Bella,none,1.2,29075,6546,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True
880221127280381952,Jesse,none,1.2,27640,4436,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True
880095782870896641,,none,1.1,28150,4533,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,0.120298,True,rhodesian ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,Romeo,none,1.3,22667,3642,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True
879492040517615616,Bailey,none,1.2,23822,3323,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short-haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False
879415818425184262,Duddles,none,1.3,107956,45849,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,0.383404,True,boston bull,0.134967,True,cardigan,0.110481,True
879376492567855104,Jack,none,1.2,17099,3261,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,labrador retriever,0.0334961,True,pembroke,0.0188266,True
879050749262655488,Steven,none,1.1,23022,4941,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,window screen,0.169123,False,egyptian cat,0.132932,False
879008229531029506,Beau,none,1.3,19317,2812,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature pinscher,0.00943065,True,american staffordshire terrier,0.0087113,True
878776093423087618,Snoopy,puppo,1.3,19763,4319,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan hound,0.0397246,True
878281511006478336,Shadow,none,1.3,7913,1349,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True
878057613040115712,Emmy,none,1.4,42876,7181,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,0.839097,True,boston bull,0.0787993999999999,True,toy terrier,0.0152433999999999,True
877736472329191424,Aja,none,1.3,71144,17300,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,0.8379559999999999,True,labrador retriever,0.0620342,True,weimaraner,0.0405991,True
877556246731214848,Penny,none,1.2,23258,3994,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False
877316821321428993,Dante,none,1.3,27907,5414,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,0.5099670000000001,True,italian greyhound,0.0904973,True,golden retriever,0.0794058,True
877201837425926144,Nelly,none,1.2,27755,5880,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True
876838120628539392,Ginger,pupper,1.2,21125,3506,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,tibetan mastiff,0.0889348,True
876484053909872640,Benedict,none,1.3,19163,2511,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,0.874566,True,irish terrier,0.0373542,True,chow,0.0167235999999999,True
876120275196170240,Venti,none,1.3,28490,4903,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog,0.534327,True,saint bernard,0.346312,True,greater swiss mountain dog,0.0949327,True
875747767867523072,Goose,none,1.3,25773,4497,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever,0.799551,True,chesapeake bay retriever,0.179975,True,vizsla,0.0046176,True
875144289856114688,Nugget,none,1.3,22185,5081,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False
875021211251597312,,none,1.2,26022,4922,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west highland white terrier,0.7143189999999999,True,siberian husky,0.0919133,True,great pyrenees,0.0460381999999999,True
874680097055178752,Cash,none,1.2,28439,4875,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever,0.836052,True,staffordshire bullterrier,0.0470690999999999,True,beagle,0.0360071,True
874296783580663808,Jed,pupper,1.3,26651,4308,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,0.437216,True,miniature poodle,0.2771909999999999,True,toy poodle,0.157402,True
874057562936811520,,none,1.2,23134,4125,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated retriever,0.8321770000000001,True,black-and-tan coonhound,0.0404369,True,newfoundland,0.0282283,True
874012996292530176,Sebastian,puppo,1.3,35501,11007,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True
873580283840344065,,none,1.3,24837,4143,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,0.678537,True,tibetan mastiff,0.244022,True,chow,0.0485295,True
873213775632977920,Sierra,pupper,1.2,7467,1667,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake bay retriever,0.0126763,True
872967104147763200,,doggo,1.2,28031,5669,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,0.476913,True,chesapeake bay retriever,0.174145,True,german short-haired pointer,0.0928614,True
872820683541237760,,none,1.3,15029,3884,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,True,french bulldog,0.00055192,True,bull mastiff,7.28904e-05,True
872620804844003328,Monkey,none,1.3,21309,3911,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,0.513191,True,sussex spaniel,0.159088,True,standard poodle,0.149509,True
872486979161796608,,none,1.2,41606,9429,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,0.931861,True,cardigan,0.0377211999999999,True,chihuahua,0.0119667,True
872261713294495745,Harry,none,1.3,35085,6649,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,labrador retriever,0.972019,True,flat-coated retriever,0.00817828,True,chesapeake bay retriever,0.00735927,True
872122724285648897,Kody,none,1.2,35324,8549,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545697999999999,True
871879754684805121,Lassie,none,1.3,39090,11918,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True
871762521631449091,Rover,pupper,1.2,20787,3678,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,0.921393,True,golden retriever,0.064608,True,bloodhound,0.00338337,True
871515927908634625,Napolean,doggo,1.2,20730,3628,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,briard,0.0200412999999999,True,swab,0.00322824,False
871032628920680449,Boomer,none,1.3,23255,3999,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False
870804317367881728,,none,1.1,33791,6393,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,home theater,0.16829,False,sandbar,0.0980404,False,television,0.0797293999999999,False
870656317836468226,Cody,none,1.3,12819,2817,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True
870374049280663552,Zoey,none,1.3,85011,27680,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,0.841001,True,great pyrenees,0.0992784,True,labrador retriever,0.0326213,True
870308999962521604,Rumble,none,1.3,22453,4384,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,greater swiss mountain dog,0.6227520000000001,True,appenzeller,0.158463,True,entlebucher,0.148115,True
870063196459192321,Clifford,none,1.4,37771,8840,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,comic book,0.534409,False,envelope,0.2807219999999999,False,book jacket,0.0437855,False
869772420881756160,Dewey,none,1.3,43710,10663,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True
869702957897576449,Stanley,none,1.3,29116,6728,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True
869596645499047938,Scout,doggo,1.2,16476,3327,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,chihuahua,0.955156,True,toy terrier,0.00805373,True,muzzle,0.00629563,False
869227993411051520,Gizmo,none,1.3,21112,4023,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True
868880397819494401,Walter,none,1.4,55098,12518,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,laptop,0.153718,False,french bulldog,0.0999839,True,printer,0.0771299,False
868622495443632128,,none,1.3,28295,6275,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,labrador retriever,0.868107,True,great pyrenees,0.060973,True,saint bernard,0.0334889,True
868552278524837888,Cooper,none,1.2,10539,2240,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,True,italian greyhound,0.275935,True,american staffordshire terrier,0.0949906,True
867900495410671616,,none,1.2,24964,4439,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,labrador retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True
867774946302451713,Harold,none,1.3,35179,7788,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,border collie,0.661953,True,cardigan,0.175718,True,collie,0.0871424,True
867421006826221569,Shikha,puppo,1.2,16755,2697,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,eskimo dog,0.6164569999999999,True,siberian husky,0.38133,True,malamute,0.00167022,True
867051520902168576,,none,1.3,33420,8425,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,samoyed,0.4714029999999999,True,pekinese,0.302219,True,pomeranian,0.156606,True
866686824827068416,Lili,none,1.2,20070,3727,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated retriever,0.51473,True,groenendael,0.306407,True,curly-coated retriever,0.0613140999999999,True
866450705531457537,Jamesy,pupper,1.3,106827,32883,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,french bulldog,0.905334,True,boston bull,0.0780597,True,pug,0.00177092,True
866334964761202691,Coco,none,1.2,54720,15546,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,samoyed,0.984086,True,pomeranian,0.00791928,True,keeshond,0.00332813,True
865718153858494464,Boomer,none,1.3,26640,6008,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden retriever,0.673664,True,kuvasz,0.157523,True,labrador retriever,0.126073,True
865359393868664832,Sammy,none,1.3,27530,5384,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,chesapeake bay retriever,0.832435,True,labrador retriever,0.163551,True,weimaraner,0.00277025,True
865006731092295680,Nelly,none,1.3,29063,8209,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True
864873206498414592,,none,1.4,33651,9361,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,pole,0.478616,False,lakeside,0.1141819999999999,False,wreck,0.0559265,False
864279568663928832,Meatball,none,1.2,15195,3266,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull mastiff,0.668613,True,french bulldog,0.180562,True,staffordshire bullterrier,0.0522374,True
864197398364647424,Paisley,none,1.3,31459,9616,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden retriever,0.945905,True,labrador retriever,0.0212636,True,tibetan mastiff,0.0204928,True
863907417377173506,Albus,none,1.3,21477,4441,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,marmot,0.358828,False,meerkat,0.174703,False,weasel,0.123485,False
863553081350529029,Neptune,none,1.3,15935,4489,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,eskimo dog,0.41333,True,malamute,0.347646,True,siberian husky,0.149536,True
863432100342583297,Belle,none,1.2,24829,5664,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,staffordshire bullterrier,0.690517,True,french bulldog,0.10336,True,beagle,0.0794893999999999,True
863079547188785154,,none,1.4,9094,1195,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,lakeland terrier,0.275242,True,airedale,0.190569,True,teddy,0.102595,False
863062471531167744,Quinn,none,1.3,8945,2687,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,french bulldog,0.935804,True,pug,0.0595761999999999,True,boxer,0.00141218,True
862831371563274240,Zooey,none,1.3,20011,5457,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,australian terrier,0.207281,True,irish terrier,0.156296,True,german shepherd,0.1235359999999999,True
862722525377298433,Dave,none,1.1,17779,3809,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,0.39333,True,beagle,0.242034,True,boxer,0.0776925,True
862457590147678208,Jersey,none,1.3,21492,5388,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,home theater,0.4963479999999999,False,studio couch,0.167256,False,barber chair,0.052625,False
862096992088072192,,none,1.3,66437,21840,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589,True,pomeranian,0.270648,True,pekinese,0.0381099,True
861383897657036800,Hobbes,none,1.3,37744,11528,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,cardigan,0.771008,True,pembroke,0.137174,True,french bulldog,0.0633086,True
861288531465048066,,none,1.3,18032,4479,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,syringe,0.1447119999999999,False,oxygen mask,0.1066839999999999,False,bouvier des flandres,0.0826102,True
861005113778896900,Burt,none,1.2,17538,4119,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,german shepherd,0.507951,True,pembroke,0.136113,True,muzzle,0.0757641999999999,False
860563773140209665,Lorenzo,none,1.3,7878,2334,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,cardigan,0.583936,True,pembroke,0.0559794,True,beagle,0.0458957,True
860524505164394496,Carl,none,1.3,24678,5698,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,bedlington terrier,0.286558,True,toy poodle,0.2351929999999999,True,lakeland terrier,0.0879506999999999,True
860276583193509888,Jordy,none,1.2,19154,3745,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,lakeside,0.312299,False,dock,0.159842,False,canoe,0.0707945,False
860184849394610176,,none,1.4,17474,6295,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False
859924526012018688,Milky,none,1.2,20021,4349,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,french bulldog,0.254587,True,staffordshire bullterrier,0.1925579999999999,True,hog,0.10027,False
859851578198683649,Trooper,none,1.3,16105,3780,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,labrador retriever,0.899086,True,golden retriever,0.0470908,True,kuvasz,0.0232063,True
859607811541651456,,puppo,1.3,19476,1704,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden retriever,0.8955290000000001,True,irish setter,0.0240993,True,labrador retriever,0.0192854,True
859196978902773760,NaN,none,1.2,75193,25661,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,angora,0.2242179999999999,False,malamute,0.216163,True,persian cat,0.128383,False
859074603037188101,,none,1.3,35553,14740,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False
858843525470990336,,doggo,1.3,16304,3771,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden retriever,0.57812,True,labrador retriever,0.286059,True,bloodhound,0.0269173,True
858471635011153920,Sophie,none,1.3,22640,5271,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,pembroke,0.987407,True,cardigan,0.00872303,True,basenji,0.00342373,True
